BACKLIGHTSUN,BACKLIGHTSUN_classes,Coordinates,Coordinates_Joined,DARKNESS,DARKNESS_classes,Datetime,Elevation,Latitude,Longitude,MOTIONBLUR,MOTIONBLUR_classes,Open_Data,Precipitation,RAIN,RAIN_classes,RoadTypes,Scope_Probability,Scope_Probability_Verbose,SignType,Speed,Temperature,Unnamed: 0,VGG_is_correct,VGG_probabilities,VG_labels,class,detailed_class,env_probability ,formattedTime,full_img_pth,geo_probability,hour,img_id,month,rain_sensor,sun_altitude,temp_probability,velocity
0,0,"(49.63283777272695, 10.521814225099744)","(10.521814225099744, 49.63283777272696)",0,0,1548387026,362.5,49.63283777,10.52181423,0,0,"{""place_id"":769220,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""node"",""osm_id"":268424039,""lat"":""49.6151554"",""lon"":""10.5409177"",""place_rank"":19,""category"":""place"",""type"":""village"",""importance"":""0.275"",""addresstype"":""place"",""name"":""Hambühl"",""display_name"":""Hambühl, Diespeck (VGem), Landkreis Neustadt an der Aisch-Bad Windsheim, Mittelfranken, Bayern, 91460, Deutschland"",""address"":{""village"":""Hambühl"",""county"":""Diespeck (VGem)"",""state_district"":""Mittelfranken"",""state"":""Bayern"",""postcode"":""91460"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""49.5751554"",""49.6551554"",""10.5009177"",""10.5809177""]}",2.984670029,25,2,road,0.833333333,"{'geo': 1, 'env': 0.5, 'img': 1.0, 'total': 2.5}",7,30.42421654,7.693448196,1019,FALSE,0.595689356,5,RAIN,RAIN,0,2019-01-25 03:30,1557744530_1555_UC2_RAIN-25.png,1,6.908319777,1557744530_1555,1,19.56249005,4.349410834,0.5,4.71366704
0,0,"(49.58233329796553, 8.35503107025037)","(8.355031070250371, 49.582333297965526)",0,0,1536395854,93,49.5823333,8.35503107,0,0,"{""place_id"":172612281,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":440727849,""lat"":""49.5823291563293"",""lon"":""8.35505645023185"",""place_rank"":26,""category"":""highway"",""type"":""secondary"",""importance"":""0.1"",""addresstype"":""road"",""name"":""Frankenthaler Straße"",""display_name"":""Frankenthaler Straße, Bobenheim, Bobenheim-Roxheim, Rhein-Pfalz-Kreis, Rheinland-Pfalz, 67240, Deutschland"",""address"":{""road"":""Frankenthaler Straße"",""city_district"":""Bobenheim"",""village"":""Bobenheim-Roxheim"",""county"":""Rhein-Pfalz-Kreis"",""state"":""Rheinland-Pfalz"",""postcode"":""67240"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""49.5819244"",""49.5826411"",""8.3549904"",""8.3551114""]}",0.181503784,25,1,road,1,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",12,57.03553425,27.36390816,1978,TRUE,0.997431815,12,RAIN,RAIN,0,2018-09-08 08:37,1557744530_2418_UC2_RAIN-25.png,1,6.835977736,1557744530_2418,9,49.98392429,1.785293307,1,1.000871168
0,0,"(49.15034258165967, 10.10102011186337)","(10.101020111863368, 49.15034258165967)",0,0,1538678196,436.5,49.15034258,10.10102011,0,0,"{""place_id"":138143311,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":262941973,""lat"":""49.1512453841267"",""lon"":""10.1012581777753"",""place_rank"":26,""category"":""highway"",""type"":""tertiary"",""importance"":""0.1"",""addresstype"":""road"",""name"":""Rudolfsberger Straße"",""display_name"":""Rudolfsberger Straße, Beuerlbach, Goldbach, Crailsheim, Verwaltungsverband Crailsheim, Landkreis Schwäbisch Hall, Regierungsbezirk Stuttgart, Baden-Württemberg, 74564, Deutschland"",""address"":{""road"":""Rudolfsberger Straße"",""residential"":""Beuerlbach"",""suburb"":""Goldbach"",""town"":""Crailsheim"",""county"":""Verwaltungsverband Crailsheim"",""state_district"":""Regierungsbezirk Stuttgart"",""state"":""Baden-Württemberg"",""postcode"":""74564"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""49.1505968"",""49.1558657"",""10.0905937"",""10.1092316""]}",0,25,1,road,1,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",36,108.6232239,18.3490618,621,TRUE,0.765480697,36,RAIN,RAIN,0,2018-10-04 18:36,1557744530_1197_UC2_RAIN-25.png,1,17.2968674,1557744530_1197,10,51.69648991,3.245052136,1,0.530714746
0,0,"(53.87152177403151, 10.310169565445577)","(10.310169565445575, 53.87152177403151)",25,0,1539316838,22,53.87152177,10.31016957,0,0,"{""place_id"":156598101,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":360064909,""lat"":""53.8715221752235"",""lon"":""10.3101541916166"",""place_rank"":26,""category"":""highway"",""type"":""motorway"",""importance"":""0.1"",""addresstype"":""road"",""name"":""A 21"",""display_name"":""A 21, Bebensee, Leezen, Segeberg, Schleswig-Holstein, 23816, Deutschland"",""address"":{""road"":""A 21"",""village"":""Bebensee"",""county"":""Segeberg"",""state"":""Schleswig-Holstein"",""postcode"":""23816"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""53.8614158"",""53.8894046"",""10.2977061"",""10.3103978""]}",0,0,0,road,1,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",33,40.97788709,9.128326127,20892,TRUE,1,33,DARKNESS,DARKNESS,0,2018-10-12 04:00,1557743752_541_UC2_DARKNESS-25.png,1,20.51267545,1557743752_541,10,1.41437325,4.553292598,1,5.414249522
0,0,"(50.27155434813018, 10.860792483424166)","(10.860792483424165, 50.27155434813018)",75,2,1549721315,369,50.27155435,10.86079248,0,0,"{""place_id"":95332565,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":89882213,""lat"":""50.2716181"",""lon"":""10.8612297"",""place_rank"":26,""category"":""highway"",""type"":""track"",""importance"":""0.1"",""addresstype"":""road"",""name"":""Langgrund"",""display_name"":""Langgrund, Weitramsdorf, Landkreis Coburg, Oberfranken, Bayern, 96479, Deutschland"",""address"":{""road"":""Langgrund"",""village"":""Weitramsdorf"",""county"":""Landkreis Coburg"",""state_district"":""Oberfranken"",""state"":""Bayern"",""postcode"":""96479"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""50.2716181"",""50.2724714"",""10.8612297"",""10.8617825""]}",0.343504277,0,0,road,1,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",7,98.03624929,-0.383422407,24103,TRUE,0.872285903,7,DARKNESS,DARKNESS,0,2019-02-09 14:08,1557744085_731_UC2_DARKNESS-75.png,1,18.13852128,1557744085_731,2,3.28877394,3.728611528,1,4.374260591
0,0,"(53.112875370703755, 8.09839253538188)","(8.09839253538188, 53.112875370703755)",0,0,1523568089,8,53.11287537,8.098392535,0,0,"{""place_id"":20816325,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""node"",""osm_id"":2051580620,""lat"":""53.115701"",""lon"":""8.0981791"",""place_rank"":30,""category"":""place"",""type"":""house"",""importance"":""0"",""addresstype"":""place"",""name"":null,""display_name"":""36a, Hainbuchenstraße, Edewecht, Landkreis Ammerland, Niedersachsen, 26188, Deutschland"",""address"":{""house_number"":""36a"",""road"":""Hainbuchenstraße"",""town"":""Edewecht"",""county"":""Landkreis Ammerland"",""state"":""Niedersachsen"",""postcode"":""26188"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""53.115601"",""53.115801"",""8.0980791"",""8.0982791""]}",0.494499969,75,2,road,1,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",28,67.00374856,-5.087495946,5294,TRUE,0.607774317,28,RAIN,RAIN,0,2018-04-12 21:21,1557744858_2702_UC2_RAIN-75.png,1,13.33111559,1557744858_2702,4,54.50185728,1.206359903,1,1.672406859
0,0,"(53.034734827801785, 8.340009929766346)","(8.340009929766346, 53.03473482780178)",0,0,1547303784,28.5,53.03473483,8.34000993,0,0,"{""place_id"":88634395,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":49069897,""lat"":""53.036071117395"",""lon"":""8.33955652992872"",""place_rank"":26,""category"":""highway"",""type"":""residential"",""importance"":""0.1"",""addresstype"":""road"",""name"":""Kuhlendamm"",""display_name"":""Kuhlendamm, Schohausen, Hatten, Landkreis Oldenburg, Niedersachsen, 26209, Deutschland"",""address"":{""road"":""Kuhlendamm"",""suburb"":""Schohausen"",""city"":""Hatten"",""county"":""Landkreis Oldenburg"",""state"":""Niedersachsen"",""postcode"":""26209"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""53.0313052"",""53.0387237"",""8.3227796"",""8.3603258""]}",0.225356092,0,0,road,1,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",35,113.286829,-2.040157305,7340,TRUE,1,35,MOTIONBLUR,MOTIONBLUR,0,2019-01-12 14:36,1557742122_1844_UC2_MOTIONBLUR-0.png,1,12.80605268,1557742122_1844,1,4.158892436,1.343073687,1,56.55313882
0,0,"(52.597999407679495, 8.601521840582041)","(8.601521840582041, 52.5979994076795)",0,0,1545001680,35,52.59799941,8.601521841,75,2,"{""place_id"":260043696,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":685836368,""lat"":""52.5986467687368"",""lon"":""8.60135706312039"",""place_rank"":26,""category"":""highway"",""type"":""unclassified"",""importance"":""0.1"",""addresstype"":""road"",""name"":""In der Finkenstädt"",""display_name"":""In der Finkenstädt, Barver, Samtgemeinde Rehden, Landkreis Diepholz, Niedersachsen, 49453, Deutschland"",""address"":{""road"":""In der Finkenstädt"",""village"":""Barver"",""county"":""Landkreis Diepholz"",""state"":""Niedersachsen"",""postcode"":""49453"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""52.5979734"",""52.6002902"",""8.5987116"",""8.6078197""]}",0.49044524,0,0,road,1,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",34,7.088703153,8.029381104,14670,FALSE,0.771657586,38,MOTIONBLUR,MOTIONBLUR,0,2018-12-16 23:08,1557742802_341_UC2_MOTIONBLUR-75.png,1,12.97131004,1557742802_341,12,1.618951646,4.970786784,1,56.81674044
0,0,"(49.37789020340867, 12.95307913254738)","(12.953079132547382, 49.37789020340867)",0,0,1548281054,495,49.3778902,12.95307913,25,1,"{""place_id"":172382434,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":429837579,""lat"":""49.3776364890413"",""lon"":""12.9540318215965"",""place_rank"":26,""category"":""highway"",""type"":""tertiary"",""importance"":""0.1"",""addresstype"":""road"",""name"":""1907"",""display_name"":""1907, Starý Klíčov, Klíčov u Mrákova, Mrákov, okres Domažlice, Plzeňský kraj, Jihozápad, 34501, Česko"",""address"":{""road"":""1907"",""neighbourhood"":""Starý Klíčov"",""suburb"":""Klíčov u Mrákova"",""village"":""Mrákov"",""county"":""okres Domažlice"",""state"":""Jihozápad"",""postcode"":""34501"",""country"":""Česko"",""country_code"":""cz""},""boundingbox"":[""49.373358"",""49.393441"",""12.953924"",""12.961323""]}",1.510737576,0,0,road,0,"{'geo': 0, 'env': 1.0, 'img': 1.0, 'total': 0}",4,122.3757709,12.21514539,11401,TRUE,0.999997973,4,MOTIONBLUR,MOTIONBLUR,0,2019-01-23 22:04,1557742475_28_UC2_MOTIONBLUR-25.png,0,11.49405108,1557742475_28,1,2.116060426,0.758984825,1,100.4201097
0,0,"(52.73263074346351, 8.554780825517671)","(8.554780825517671, 52.73263074346351)",0,0,1537589281,42,52.73263074,8.554780826,0,0,"{""place_id"":88829959,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":51733560,""lat"":""52.7332882969488"",""lon"":""8.55435235166664"",""place_rank"":26,""category"":""highway"",""type"":""unclassified"",""importance"":""0.1"",""addresstype"":""road"",""name"":null,""display_name"":""Drentwede, Samtgemeinde Barnstorf, Landkreis Diepholz, Niedersachsen, 49406, Deutschland"",""address"":{""suburb"":""Drentwede"",""village"":""Drentwede"",""county"":""Landkreis Diepholz"",""state"":""Niedersachsen"",""postcode"":""49406"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""52.7299005"",""52.7357576"",""8.5491533"",""8.5583481""]}",0.496251021,0,0,road,1,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",13,60.67769796,7.886449269,25671,TRUE,1,13,BACKLIGHTSUN,BACKLIGHTSUN,0,2018-09-22 04:08,1558445871_342_UC2_BACKLIGHTSUN-0.png,1,12.30248901,1558445871_342,9,1.002026498,55.81061137,1,9.562621697
0,0,"(52.42143641951073, 12.50192694003082)","(12.50192694003082, 52.42143641951073)",0,0,1542924367,31,52.42143642,12.50192694,0,0,"{""place_id"":3957481,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""node"",""osm_id"":423183175,""lat"":""52.4214292"",""lon"":""12.5020202"",""place_rank"":30,""category"":""place"",""type"":""house"",""importance"":""0"",""addresstype"":""place"",""name"":null,""display_name"":""2, Gerberaweg, Quenzsiedlung, Butterlake, Brandenburg an der Havel, Brandenburg, 14772, Deutschland"",""address"":{""house_number"":""2"",""road"":""Gerberaweg"",""suburb"":""Quenzsiedlung"",""hamlet"":""Butterlake"",""city"":""Brandenburg an der Havel"",""state"":""Brandenburg"",""postcode"":""14772"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""52.4213292"",""52.4215292"",""12.5019202"",""12.5021202""]}",0.761867455,0,0,road,1,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",10,53.43258234,15.14595408,17819,TRUE,0.996051848,10,DARKNESS,DARKNESS,0,2018-11-22 22:06,1557743423_476_UC2_DARKNESS-0.png,1,22.03943865,1557743423_476,11,0.041597065,4.283345013,1,1.767899701
0,0,"(52.79947537372692, 6.02608379755373)","(6.02608379755373, 52.79947537372692)",0,1,1530997440,3,52.79947537,6.026083798,0,0,"{""place_id"":70621432,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":6515543,""lat"":""52.8002998489315"",""lon"":""6.02556725887138"",""place_rank"":26,""category"":""highway"",""type"":""unclassified"",""importance"":""0.1"",""addresstype"":""road"",""name"":""Gheerdinge"",""display_name"":""Gheerdinge, Basse, Steenwijkerland, Overijssel, Nederland, 8342TH, Nederland"",""address"":{""road"":""Gheerdinge"",""suburb"":""Basse"",""city"":""Steenwijkerland"",""state"":""Overijssel"",""postcode"":""8342TH"",""country"":""Nederland"",""country_code"":""nl""},""boundingbox"":[""52.7988967"",""52.80151"",""6.0194519"",""6.03031""]}",0.012694424,0,0,road,0,"{'geo': 0, 'env': 1.0, 'img': 1.0, 'total': 0}",8,102.4432039,7.976303106,25284,FALSE,0.586684108,7,BACKLIGHTSUN,BACKLIGHTSUN,0,2018-07-07 21:04,1558445871_1794_UC2_BACKLIGHTSUN-0.png,0,15.21016359,1558445871_1794,7,1.725393645,58.83386525,1,14.14539172
0,0,"(49.376438937767226, 9.597654420366073)","(9.597654420366073, 49.37643893776722)",0,0,1525908898,334,49.37643894,9.59765442,0,0,"{""place_id"":106021261,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":131765891,""lat"":""49.3775803"",""lon"":""9.5974634"",""place_rank"":26,""category"":""highway"",""type"":""unclassified"",""importance"":""0.1"",""addresstype"":""road"",""name"":null,""display_name"":""Krautheim, Verwaltungsverband Krautheim, Hohenlohekreis, Regierungsbezirk Stuttgart, Baden-Württemberg, 74238, Deutschland"",""address"":{""village"":""Krautheim"",""county"":""Hohenlohekreis"",""state_district"":""Regierungsbezirk Stuttgart"",""state"":""Baden-Württemberg"",""postcode"":""74238"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""49.3768762"",""49.379639"",""9.5860028"",""9.6037526""]}",0.643833822,0,0,road,1,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",7,51.90293307,17.07426962,15782,TRUE,0.999667645,7,DARKNESS,DARKNESS,0,2018-05-09 23:34,1557743423_1341_UC2_DARKNESS-0.png,1,23.21376712,1557743423_1341,5,3.629733255,4.949704098,1,1.262973627
0,0,"(50.351645014224225, 7.569565628647305)","(7.569565628647305, 50.351645014224225)",0,0,1540862544,89,50.35164501,7.569565629,0,0,"{""place_id"":171343673,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":433058175,""lat"":""50.34990035"",""lon"":""7.56902116855616"",""place_rank"":30,""category"":""leisure"",""type"":""sports_centre"",""importance"":""0"",""addresstype"":""leisure"",""name"":""Bezirkssportanlage Schmitzers Wiese"",""display_name"":""Bezirkssportanlage Schmitzers Wiese, Sandgaßweg, Moselweiß, Koblenz, Rheinland-Pfalz, 56073, Deutschland"",""address"":{""sports_centre"":""Bezirkssportanlage Schmitzers Wiese"",""road"":""Sandgaßweg"",""suburb"":""Moselweiß"",""city"":""Koblenz"",""county"":""Koblenz"",""state"":""Rheinland-Pfalz"",""postcode"":""56073"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""50.3486818"",""50.3511982"",""7.5673042"",""7.570724""]}",0,75,2,road,1,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",35,67.63112007,26.11182866,4878,TRUE,0.999955177,35,RAIN,RAIN,0,2018-10-30 01:22,1557744858_2328_UC2_RAIN-75.png,1,7.31152478,1557744858_2328,10,42.47093408,2.328043242,1,3.004136327
0,0,"(49.95467235837582, 7.01744718596794)","(7.01744718596794, 49.95467235837582)",0,0,1548109008,184.5,49.95467236,7.017447186,25,1,"{""place_id"":109036998,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":146709688,""lat"":""49.9539733746367"",""lon"":""7.01754598863959"",""place_rank"":26,""category"":""highway"",""type"":""residential"",""importance"":""0.1"",""addresstype"":""road"",""name"":""Kurfürstenstraße"",""display_name"":""Kurfürstenstraße, Zeltingen-Rachtig, Bernkastel-Kues, Landkreis Bernkastel-Wittlich, Rheinland-Pfalz, 54492, Deutschland"",""address"":{""road"":""Kurfürstenstraße"",""village"":""Zeltingen-Rachtig"",""county"":""Landkreis Bernkastel-Wittlich"",""state"":""Rheinland-Pfalz"",""postcode"":""54492"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""49.9538613"",""49.954002"",""7.0166559"",""7.0177485""]}",2.2276638,0,0,road,0.833333333,"{'geo': 1, 'env': 0.5, 'img': 1.0, 'total': 2.5}",3,97.429201,10.25628584,11916,TRUE,0.597234249,3,MOTIONBLUR,MOTIONBLUR,0,2019-01-21 22:16,1557742475_563_UC2_MOTIONBLUR-25.png,1,8.577263495,1557742475_563,1,3.854699113,4.631893445,0.5,47.0730237
0,0,"(52.94393003647262, 8.19242125684137)","(8.192421256841369, 52.943930036472615)",0,0,1553209635,38,52.94393004,8.192421257,0,0,"{""place_id"":82985196,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":28304601,""lat"":""52.9439071386164"",""lon"":""8.19241375190287"",""place_rank"":26,""category"":""highway"",""type"":""residential"",""importance"":""0.1"",""addresstype"":""road"",""name"":""Sandpfänder"",""display_name"":""Sandpfänder, Großenkneten, Landkreis Oldenburg, Niedersachsen, 26197, Deutschland"",""address"":{""road"":""Sandpfänder"",""village"":""Großenkneten"",""county"":""Landkreis Oldenburg"",""state"":""Niedersachsen"",""postcode"":""26197"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""52.942968"",""52.9440946"",""8.1918418"",""8.1952791""]}",1.162649036,0,0,road,1,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",21,116.6000687,6.334888647,8965,TRUE,0.598643243,21,MOTIONBLUR,MOTIONBLUR,0,2019-03-21 23:07,1557742122_607_UC2_MOTIONBLUR-0.png,1,11.81367597,1557742122_607,3,0.558555648,4.928654318,1,66.94441784
0,0,"(48.13425404567137, 6.455173126345591)","(6.45517312634559, 48.13425404567137)",0,0,1530608357,424.5,48.13425405,6.455173126,0,0,"{""place_id"":153231347,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":336966589,""lat"":""48.1312198"",""lon"":""6.4591894"",""place_rank"":26,""category"":""highway"",""type"":""unclassified"",""importance"":""0.1"",""addresstype"":""road"",""name"":""Pierre Torelle"",""display_name"":""Pierre Torelle, Dounoux, Épinal, Vosges, Grand Est, France métropolitaine, 88220, France"",""address"":{""road"":""Pierre Torelle"",""village"":""Dounoux"",""county"":""Épinal"",""state"":""Grand Est"",""country"":""France"",""postcode"":""88220"",""country_code"":""fr""},""boundingbox"":[""48.1308099"",""48.1318827"",""6.4591894"",""6.4662586""]}",1.479027546,0,0,road,0,"{'geo': 0, 'env': 1.0, 'img': 1.0, 'total': 0}",12,43.70530235,36.52425114,9014,TRUE,1,12,MOTIONBLUR,MOTIONBLUR,0,2018-07-03 08:59,1557742122_651_UC2_MOTIONBLUR-0.png,0,7.374030517,1557742122_651,7,2.953909329,2.380584287,1,74.09327079
0,0,"(52.7315617026981, 7.920925762314027)","(7.9209257623140275, 52.731561702698095)",0,0,1544362875,27,52.7315617,7.920925762,75,2,"{""place_id"":113986550,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":165826538,""lat"":""52.7312484665735"",""lon"":""7.92108380545411"",""place_rank"":27,""category"":""highway"",""type"":""service"",""importance"":""0.075"",""addresstype"":""road"",""name"":""Hoher Kamp"",""display_name"":""Hoher Kamp, Gravenhorst, Essen (Oldenburg), Landkreis Cloppenburg, Niedersachsen, 49632, Deutschland"",""address"":{""road"":""Hoher Kamp"",""suburb"":""Gravenhorst"",""village"":""Essen (Oldenburg)"",""county"":""Landkreis Cloppenburg"",""state"":""Niedersachsen"",""postcode"":""49632"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""52.7296056"",""52.7316207"",""7.9208731"",""7.9232992""]}",0.472297738,0,0,road,1,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",4,99.13825084,-6.843931898,14771,FALSE,0.063082062,28,MOTIONBLUR,MOTIONBLUR,0,2018-12-09 13:41,1557742802_432_UC2_MOTIONBLUR-75.png,1,16.32682116,1557742802_432,12,2.693453128,0.501884563,1,104.5550879
0,0,"(49.9775392087701, 8.911656378930616)","(8.911656378930617, 49.977539208770104)",25,0,1542675883,146,49.97753921,8.911656379,0,0,"{""place_id"":90017428,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":55823103,""lat"":""49.9802497851619"",""lon"":""8.91040982071893"",""place_rank"":26,""category"":""highway"",""type"":""track"",""importance"":""0.1"",""addresstype"":""road"",""name"":""Jägerschneise"",""display_name"":""Jägerschneise, Dudenhofen, Rodgau, Landkreis Offenbach, Regierungsbezirk Darmstadt, Hessen, 63110, Deutschland"",""address"":{""road"":""Jägerschneise"",""suburb"":""Dudenhofen"",""city_district"":""Dudenhofen"",""town"":""Rodgau"",""county"":""Landkreis Offenbach"",""state_district"":""Regierungsbezirk Darmstadt"",""state"":""Hessen"",""postcode"":""63110"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""49.9801102"",""49.9850934"",""8.9101063"",""8.9209223""]}",0.933045083,0,0,road,1,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",13,39.01484232,15.4050797,20103,TRUE,0.999997616,13,DARKNESS,DARKNESS,0,2018-11-20 01:04,1557743752_2530_UC2_DARKNESS-25.png,1,23.71970042,1557743752_2530,11,1.09178741,0.114021783,1,5.461815416
0,0,"(53.093721600895265, 11.434566462877202)","(11.434566462877202, 53.09372160089527)",0,0,1552587435,15,53.0937216,11.43456646,75,2,"{""place_id"":80138758,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":22957479,""lat"":""53.0964944789969"",""lon"":""11.4346922302742"",""place_rank"":26,""category"":""highway"",""type"":""unclassified"",""importance"":""0.1"",""addresstype"":""road"",""name"":null,""display_name"":""Lenzen (Elbe), Lenzen-Elbtalaue, Prignitz, Brandenburg, 19309, Deutschland"",""address"":{""town"":""Lenzen (Elbe)"",""county"":""Lenzen-Elbtalaue"",""state"":""Brandenburg"",""postcode"":""19309"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""53.0887449"",""53.09697"",""11.4242081"",""11.4688538""]}",0.500915925,0,0,road,1,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",35,50.63926985,-7.925279233,13335,FALSE,0.99276346,12,MOTIONBLUR,MOTIONBLUR,0,2019-03-14 18:17,1557742802_184_UC2_MOTIONBLUR-75.png,1,6.996260372,1557742802_184,3,1.65964666,1.570937665,1,112.7490984
0,0,"(52.18897137174393, 9.062324980626578)","(9.062324980626578, 52.188971371743925)",25,1,1550667238,55,52.18897137,9.062324981,0,0,"{""place_id"":189723612,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":553506899,""lat"":""52.18948545"",""lon"":""9.06331122182324"",""place_rank"":30,""category"":""amenity"",""type"":""recycling"",""importance"":""0"",""addresstype"":""amenity"",""name"":""Abfallwirtschaft Schaumburg"",""display_name"":""Abfallwirtschaft Schaumburg, 10, Doktorseeweg, Todenmann, Rinteln, Landkreis Schaumburg, Niedersachsen, 31737, Deutschland"",""address"":{""recycling"":""Abfallwirtschaft Schaumburg"",""house_number"":""10"",""road"":""Doktorseeweg"",""suburb"":""Todenmann"",""town"":""Rinteln"",""county"":""Landkreis Schaumburg"",""state"":""Niedersachsen"",""postcode"":""31737"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""52.1889352"",""52.190111"",""9.0619722"",""9.0648342""]}",1.563056655,0,0,road,1,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",37,15.93453426,5.080107334,19060,TRUE,0.998505831,37,DARKNESS,DARKNESS,0,2019-02-20 12:53,1557743752_1592_UC2_DARKNESS-25.png,1,22.07140105,1557743752_1592,2,2.320825784,2.414814603,1,3.417313304
